Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
Extra Trees Classifier,0.9540929203539824,status,20240205213141.0,Extra Trees Classifier_20240205213141,,
Support Vector Classifier,0.7461283185840708,status,20240205213141.0,Support Vector Classifier_20240205213141,,
Linear SVC,0.9048672566371682,status,20240205213141.0,Linear SVC_20240205213141,,
NuSVC,0.8877212389380531,status,20240205213141.0,NuSVC_20240205213141,,
K-Nearest Neighbors,0.9297566371681416,status,20240205213141.0,K-Nearest Neighbors_20240205213141,,
Multi-layer Perceptron,0.9264380530973452,status,20240205213141.0,Multi-layer Perceptron_20240205213141,,
Gaussian Naive Bayes,0.9280973451327432,status,20240205213141.0,Gaussian Naive Bayes_20240205213141,,
Linear Discriminant Analysis,0.9015486725663716,status,20240205213141.0,Linear Discriminant Analysis_20240205213141,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240205213141.0,Quadratic Discriminant Analysis_20240205213141,,
Voting Classifier,0.9352876106194692,status,20240205213141.0,Voting Classifier_20240205213141,,
Bagging Classifier,0.952433628318584,status,20240205213141.0,Bagging Classifier_20240205213141,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240205213141.0,HistGradient Boosting Classifier_20240205213141,,
Logistic Regression,0.9231194690265486,status,20240205214402.0,Logistic Regression_20240205214402,,
Ridge Classifier,0.9026548672566372,status,20240205214402.0,Ridge Classifier_20240205214402,,
SGD Classifier,0.9098451327433628,status,20240205214402.0,SGD Classifier_20240205214402,,
Passive Aggressive Classifier,0.8866150442477876,status,20240205214402.0,Passive Aggressive Classifier_20240205214402,,
Decision Tree Classifier,0.9540929203539824,status,20240205214402.0,Decision Tree Classifier_20240205214402,,
Random Forest Classifier,0.9540929203539824,status,20240205214402.0,Random Forest Classifier_20240205214402,,
Gradient Boosting Classifier,0.9358407079646016,status,20240205214402.0,Gradient Boosting Classifier_20240205214402,,
AdaBoost Classifier,0.9314159292035398,status,20240205214402.0,AdaBoost Classifier_20240205214402,,
Extra Trees Classifier,0.9540929203539824,status,20240205214402.0,Extra Trees Classifier_20240205214402,,
Support Vector Classifier,0.7461283185840708,status,20240205214402.0,Support Vector Classifier_20240205214402,,
Linear SVC,0.4889380530973451,status,20240205214402.0,Linear SVC_20240205214402,,
NuSVC,0.8877212389380531,status,20240205214402.0,NuSVC_20240205214402,,
K-Nearest Neighbors,0.9297566371681416,status,20240205214402.0,K-Nearest Neighbors_20240205214402,,
Multi-layer Perceptron,0.926991150442478,status,20240205214402.0,Multi-layer Perceptron_20240205214402,,
Gaussian Naive Bayes,0.9280973451327432,status,20240205214402.0,Gaussian Naive Bayes_20240205214402,,
Linear Discriminant Analysis,0.9015486725663716,status,20240205214402.0,Linear Discriminant Analysis_20240205214402,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240205214402.0,Quadratic Discriminant Analysis_20240205214402,,
Voting Classifier,0.9352876106194692,status,20240205214402.0,Voting Classifier_20240205214402,,
Bagging Classifier,0.952433628318584,status,20240205214402.0,Bagging Classifier_20240205214402,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240205214402.0,HistGradient Boosting Classifier_20240205214402,,
Logistic Regression,0.9231194690265486,status,20240207125742.0,Logistic Regression_20240207125742,,
Ridge Classifier,0.9026548672566372,status,20240207125742.0,Ridge Classifier_20240207125742,,
SGD Classifier,0.8993362831858407,status,20240207125742.0,SGD Classifier_20240207125742,,
Passive Aggressive Classifier,0.8993362831858407,status,20240207125742.0,Passive Aggressive Classifier_20240207125742,,
Decision Tree Classifier,0.9540929203539824,status,20240207125742.0,Decision Tree Classifier_20240207125742,,
Random Forest Classifier,0.9540929203539824,status,20240207125742.0,Random Forest Classifier_20240207125742,,
Gradient Boosting Classifier,0.9358407079646016,status,20240207125742.0,Gradient Boosting Classifier_20240207125742,,
AdaBoost Classifier,0.9314159292035398,status,20240207125742.0,AdaBoost Classifier_20240207125742,,
Extra Trees Classifier,0.9540929203539824,status,20240207125742.0,Extra Trees Classifier_20240207125742,,
Support Vector Classifier,0.7461283185840708,status,20240207125742.0,Support Vector Classifier_20240207125742,,
Linear SVC,0.9070796460176992,status,20240207125742.0,Linear SVC_20240207125742,,
NuSVC,0.8877212389380531,status,20240207125742.0,NuSVC_20240207125742,,
K-Nearest Neighbors,0.9297566371681416,status,20240207125742.0,K-Nearest Neighbors_20240207125742,,
Multi-layer Perceptron,0.911504424778761,status,20240207125742.0,Multi-layer Perceptron_20240207125742,,
Gaussian Naive Bayes,0.9280973451327432,status,20240207125742.0,Gaussian Naive Bayes_20240207125742,,
Linear Discriminant Analysis,0.9015486725663716,status,20240207125742.0,Linear Discriminant Analysis_20240207125742,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240207125742.0,Quadratic Discriminant Analysis_20240207125742,,
Voting Classifier,0.9352876106194692,status,20240207125742.0,Voting Classifier_20240207125742,,
Bagging Classifier,0.952433628318584,status,20240207125742.0,Bagging Classifier_20240207125742,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240207125742.0,HistGradient Boosting Classifier_20240207125742,,
Logistic Regression,0.9231194690265486,status,20240207131246.0,Logistic Regression_20240207131246,,
Ridge Classifier,0.9026548672566372,status,20240207131246.0,Ridge Classifier_20240207131246,,
SGD Classifier,0.8993362831858407,status,20240207131246.0,SGD Classifier_20240207131246,,
Passive Aggressive Classifier,0.8805309734513275,status,20240207131246.0,Passive Aggressive Classifier_20240207131246,,
Decision Tree Classifier,0.9540929203539824,status,20240207131246.0,Decision Tree Classifier_20240207131246,,
Random Forest Classifier,0.9540929203539824,status,20240207131246.0,Random Forest Classifier_20240207131246,,
Gradient Boosting Classifier,0.9358407079646016,status,20240207131246.0,Gradient Boosting Classifier_20240207131246,,
AdaBoost Classifier,0.9314159292035398,status,20240207131246.0,AdaBoost Classifier_20240207131246,,
Extra Trees Classifier,0.9540929203539824,status,20240207131246.0,Extra Trees Classifier_20240207131246,,
Support Vector Classifier,0.7461283185840708,status,20240207131246.0,Support Vector Classifier_20240207131246,,
Linear SVC,0.8993362831858407,status,20240207131246.0,Linear SVC_20240207131246,,
NuSVC,0.8877212389380531,status,20240207131246.0,NuSVC_20240207131246,,
K-Nearest Neighbors,0.9297566371681416,status,20240207131246.0,K-Nearest Neighbors_20240207131246,,
Multi-layer Perceptron,0.9253318584070797,status,20240207131246.0,Multi-layer Perceptron_20240207131246,,
Gaussian Naive Bayes,0.9280973451327432,status,20240207131246.0,Gaussian Naive Bayes_20240207131246,,
Linear Discriminant Analysis,0.9015486725663716,status,20240207131246.0,Linear Discriminant Analysis_20240207131246,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240207131246.0,Quadratic Discriminant Analysis_20240207131246,,
Voting Classifier,0.9352876106194692,status,20240207131246.0,Voting Classifier_20240207131246,,
Bagging Classifier,0.952433628318584,status,20240207131246.0,Bagging Classifier_20240207131246,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240207131246.0,HistGradient Boosting Classifier_20240207131246,,
Logistic Regression,0.9231194690265486,status,20240207132246.0,Logistic Regression_20240207132246,,
Ridge Classifier,0.9026548672566372,status,20240207132246.0,Ridge Classifier_20240207132246,,
SGD Classifier,0.8993362831858407,status,20240207132246.0,SGD Classifier_20240207132246,,
Passive Aggressive Classifier,0.8993362831858407,status,20240207132246.0,Passive Aggressive Classifier_20240207132246,,
Decision Tree Classifier,0.9540929203539824,status,20240207132246.0,Decision Tree Classifier_20240207132246,,
Random Forest Classifier,0.9540929203539824,status,20240207132246.0,Random Forest Classifier_20240207132246,,
Gradient Boosting Classifier,0.9358407079646016,status,20240207132246.0,Gradient Boosting Classifier_20240207132246,,
AdaBoost Classifier,0.9314159292035398,status,20240207132246.0,AdaBoost Classifier_20240207132246,,
Extra Trees Classifier,0.9540929203539824,status,20240207132246.0,Extra Trees Classifier_20240207132246,,
Support Vector Classifier,0.7461283185840708,status,20240207132246.0,Support Vector Classifier_20240207132246,,
Linear SVC,0.9070796460176992,status,20240207132246.0,Linear SVC_20240207132246,,
NuSVC,0.8877212389380531,status,20240207132246.0,NuSVC_20240207132246,,
K-Nearest Neighbors,0.9297566371681416,status,20240207132246.0,K-Nearest Neighbors_20240207132246,,
Multi-layer Perceptron,0.911504424778761,status,20240207132246.0,Multi-layer Perceptron_20240207132246,,
Gaussian Naive Bayes,0.9280973451327432,status,20240207132246.0,Gaussian Naive Bayes_20240207132246,,
Linear Discriminant Analysis,0.9015486725663716,status,20240207132246.0,Linear Discriminant Analysis_20240207132246,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240207132246.0,Quadratic Discriminant Analysis_20240207132246,,
Voting Classifier,0.9352876106194692,status,20240207132246.0,Voting Classifier_20240207132246,,
Bagging Classifier,0.952433628318584,status,20240207132246.0,Bagging Classifier_20240207132246,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240207132246.0,HistGradient Boosting Classifier_20240207132246,,
